year,round_number,driver_id,constructor_id,circuit_id,grid_position,quali_delta,quali_tm_delta,season_pts_driver,season_pts_team,last_3_avg,is_street_circuit,is_wet,race_time,race_status,gap_to_winner,laps,race_time_per_lap
2019,1,bottas,mercedes,melbourne,2,0.11199999999999477,0.11199999999999477,0.0,0.0,0.0,1,0,5127.325,Finished,0.0,58,88.40215517241379
2019,1,hamilton,mercedes,melbourne,1,0.0,-0.11199999999999477,0.0,26.0,0.0,1,0,5148.211,Finished,20.886000000000422,58,88.76225862068966
2019,1,verstappen,red_bull_racing,melbourne,4,0.833999999999989,-1.7000000000000028,0.0,0.0,0.0,1,0,5149.845,Finished,22.520000000000437,58,88.79043103448276
2019,1,vettel,ferrari,melbourne,3,0.7039999999999935,-0.25199999999999534,0.0,0.0,0.0,1,0,5184.434,Finished,57.10900000000038,58,89.38679310344828
2019,1,leclerc,ferrari,melbourne,5,0.9559999999999889,0.25199999999999534,0.0,12.0,0.0,1,0,5185.528,Finished,58.20300000000043,58,89.4056551724138
2019,1,magnussen,haas_f1_team,melbourne,7,1.6129999999999995,0.27300000000001035,0.0,0.0,0.0,1,0,5214.481,Finished,87.15599999999995,58,89.9048448275862
2019,1,hulkenberg,renault,melbourne,11,2.054000000000002,-0.029999999999986926,0.0,0.0,0.0,1,0,,+1 Lap,,57,
2019,1,r_ikk_nen,alfa_romeo_racing,melbourne,9,1.8279999999999887,-0.11700000000000443,0.0,0.0,0.0,1,0,,+1 Lap,,57,
2019,1,stroll,racing_point,melbourne,16,2.5309999999999917,0.48499999999999943,0.0,0.0,0.0,1,0,,+1 Lap,,57,
2019,1,kvyat,toro_rosso,melbourne,15,2.0249999999999915,-0.125,0.0,0.0,0.0,1,0,,+1 Lap,,57,
2019,1,gasly,red_bull_racing,melbourne,17,2.533999999999992,1.7000000000000028,0.0,15.0,0.0,1,0,,+1 Lap,,57,
2019,1,norris,mclaren,melbourne,8,1.8179999999999978,-0.7800000000000011,0.0,0.0,0.0,1,0,,+1 Lap,,57,
2019,1,perez,racing_point,melbourne,10,2.0459999999999923,-0.48499999999999943,0.0,2.0,0.0,1,0,,+1 Lap,,57,
2019,1,albon,toro_rosso,melbourne,13,2.1499999999999915,0.125,0.0,1.0,0.0,1,0,,+1 Lap,,57,
2019,1,giovinazzi,alfa_romeo_racing,melbourne,14,1.9449999999999932,0.11700000000000443,0.0,4.0,0.0,1,0,,+1 Lap,,57,
2019,1,russell,williams,melbourne,19,3.8739999999999952,-1.7069999999999936,0.0,0.0,0.0,1,0,,+2 Laps,,56,
2019,1,kubica,williams,melbourne,20,5.580999999999989,1.7069999999999936,0.0,0.0,0.0,1,0,,+3 Laps,,55,
2019,1,grosjean,haas_f1_team,melbourne,6,1.3399999999999892,-0.27300000000001035,0.0,8.0,0.0,1,0,,Wheel,,29,
2019,1,ricciardo,renault,melbourne,12,2.083999999999989,0.029999999999986926,0.0,6.0,0.0,1,0,,Damage,,28,
2019,1,sainz,mclaren,melbourne,18,2.597999999999999,0.7800000000000011,0.0,0.0,0.0,1,0,,Engine,,9,
2019,2,hamilton,mercedes,sakhir,3,0.32399999999999807,-0.0660000000000025,18.0,44.0,18.0,0,0,5661.295,Finished,0.0,57,99.3209649122807
2019,2,bottas,mercedes,sakhir,4,0.39000000000000057,0.0660000000000025,26.0,69.0,26.0,0,0,5664.275,Finished,2.9799999999995634,57,99.37324561403508
2019,2,leclerc,ferrari,sakhir,1,0.0,-0.29399999999999693,10.0,22.0,10.0,0,0,5667.426,Finished,6.131000000000313,57,99.42852631578948
