year,round_number,driver_id,constructor_id,circuit_id,grid_position,quali_delta,quali_tm_delta,season_pts_driver,season_pts_team,last_3_avg,is_street_circuit,is_wet,race_time,race_status
2023,1,verstappen,red_bull_racing,sakhir,1,0.0,-0.13800000000000523,0.0,0.0,0.0,0,0,5636.736,Finished
2023,1,perez,red_bull_racing,sakhir,2,0.13800000000000523,0.13800000000000523,0.0,25.0,0.0,0,0,5648.723,Finished
2023,1,alonso,aston_martin,sakhir,5,0.6280000000000001,-0.5,0.0,0.0,0.0,0,0,5675.373,Finished
2023,1,sainz,ferrari,sakhir,4,0.44599999999999795,0.15399999999999636,0.0,0.0,0.0,0,0,5684.788,Finished
2023,1,hamilton,mercedes,sakhir,7,0.6760000000000019,0.04399999999999693,0.0,0.0,0.0,0,0,5687.713,Finished
2023,1,stroll,aston_martin,sakhir,8,1.1280000000000001,0.5,0.0,15.0,0.0,0,0,5691.238,Finished
2023,1,russell,mercedes,sakhir,6,0.632000000000005,-0.04399999999999693,0.0,10.0,0.0,0,0,5692.6089999999995,Finished
2023,1,bottas,alfa_romeo,sakhir,12,1.7349999999999994,-0.030000000000001137,0.0,0.0,0.0,0,0,5709.383,Finished
2023,1,gasly,alpine,sakhir,20,2.1099999999999994,0.9039999999999964,0.0,0.0,0.0,0,0,5710.489,Finished
2023,1,albon,williams,sakhir,15,1.7530000000000001,-0.1910000000000025,0.0,0.0,0.0,0,0,5726.51,Finished
2023,1,tsunoda,alphatauri,sakhir,14,1.6920000000000073,-0.7209999999999894,0.0,0.0,0.0,0,0,5727.606,Finished
2023,1,sargeant,williams,sakhir,16,1.9440000000000026,0.1910000000000025,0.0,1.0,0.0,0,0,5637.872,Lapped
2023,1,magnussen,haas_f1_team,sakhir,17,2.1839999999999975,1.0829999999999984,0.0,0.0,0.0,0,0,5653.4929999999995,Lapped
2023,1,de_vries,alphatauri,sakhir,19,2.4129999999999967,0.7209999999999894,0.0,0.0,0.0,0,0,5659.259,Lapped
2023,1,hulkenberg,haas_f1_team,sakhir,10,1.100999999999999,-1.0829999999999984,0.0,0.0,0.0,0,0,5675.647,Lapped
2023,1,zhou,alfa_romeo,sakhir,13,1.7650000000000006,0.030000000000001137,0.0,4.0,0.0,0,0,5676.385,Lapped
2023,1,norris,mclaren,sakhir,11,1.6730000000000018,-0.7199999999999989,0.0,0.0,0.0,0,0,5643.372,Lapped
2023,1,ocon,alpine,sakhir,9,1.206000000000003,-0.9039999999999964,0.0,2.0,0.0,0,0,,Retired
2023,1,leclerc,ferrari,sakhir,3,0.2920000000000016,-0.15399999999999636,0.0,12.0,0.0,0,0,,Retired
2023,1,piastri,mclaren,sakhir,18,2.3930000000000007,0.7199999999999989,0.0,0.0,0.0,0,0,,Retired
2023,2,perez,red_bull_racing,jeddah,1,0.0,-0.4959999999999951,18.0,43.0,18.0,1,0,4874.894,Finished
2023,2,verstappen,red_bull_racing,jeddah,15,0.4959999999999951,0.4959999999999951,25.0,68.0,25.0,1,0,4880.249,Finished
2023,2,alonso,aston_martin,jeddah,3,0.4650000000000034,-0.2149999999999892,15.0,23.0,15.0,1,0,4895.622,Finished
2023,2,russell,mercedes,jeddah,4,0.5919999999999987,-0.36599999999999966,6.0,16.0,6.0,1,0,4900.76,Finished
2023,2,hamilton,mercedes,jeddah,8,0.9579999999999984,0.36599999999999966,10.0,28.0,10.0,1,0,4905.959,Finished
2023,2,sainz,ferrari,jeddah,5,0.6659999999999968,0.5109999999999957,12.0,12.0,12.0,1,0,4910.77,Finished
2023,2,leclerc,ferrari,jeddah,2,0.15500000000000114,-0.5109999999999957,0.0,20.0,0.0,1,0,4918.0560000000005,Finished
2023,2,ocon,alpine,jeddah,7,0.8130000000000024,-0.27899999999999636,0.0,2.0,0.0,1,0,4927.726000000001,Finished
2023,2,gasly,alpine,jeddah,10,1.0919999999999987,0.27899999999999636,2.0,6.0,2.0,1,0,4929.6410000000005,Finished
2023,2,magnussen,haas_f1_team,jeddah,13,1.2519999999999953,0.0660000000000025,0.0,0.0,0.0,1,0,4939.72,Finished
2023,2,tsunoda,alphatauri,jeddah,16,1.6739999999999924,-0.3050000000000068,0.0,0.0,0.0,1,0,4942.388,Finished
2023,2,hulkenberg,haas_f1_team,jeddah,11,1.1859999999999928,-0.0660000000000025,0.0,1.0,0.0,1,0,4945.482,Finished
2023,2,zhou,alfa_romeo,jeddah,12,1.195999999999998,-0.20700000000000784,0.0,4.0,0.0,1,0,4950.954000000001,Finished
2023,2,de_vries,alphatauri,jeddah,18,1.9789999999999992,0.3050000000000068,0.0,0.0,0.0,1,0,4952.372,Finished
2023,2,piastri,mclaren,jeddah,9,0.9779999999999944,-1.2040000000000077,0.0,0.0,0.0,1,0,4959.915,Finished
2023,2,sargeant,williams,jeddah,20,1.456000000000003,-0.27299999999999613,0.0,1.0,0.0,1,0,4961.187,Finished
2023,2,norris,mclaren,jeddah,19,2.182000000000002,1.2040000000000077,0.0,0.0,0.0,1,0,4961.339,Finished
2023,2,bottas,alfa_romeo,jeddah,14,1.4030000000000058,0.20700000000000784,4.0,4.0,4.0,1,0,4904.478,Lapped
2023,2,albon,williams,jeddah,17,1.7289999999999992,0.27299999999999613,1.0,1.0,1.0,1,0,,Retired
2023,2,stroll,aston_martin,jeddah,6,0.6799999999999926,0.2149999999999892,8.0,38.0,8.0,1,0,,Retired
2023,3,verstappen,red_bull_racing,melbourne,1,0.0,-23.455,44.0,87.0,22.0,1,0,9158.371,Finished
2023,3,hamilton,mercedes,melbourne,3,0.3719999999999999,0.13599999999999568,20.0,38.0,10.0,1,0,9158.55,Finished
2023,3,alonso,aston_martin,melbourne,4,0.4069999999999965,-0.16900000000001114,30.0,38.0,15.0,1,0,9159.14,Finished
2023,3,stroll,aston_martin,melbourne,6,0.5760000000000076,0.16900000000001114,8.0,53.0,4.0,1,0,9161.453,Finished
