year,round_number,driver_id,constructor_id,circuit_id,grid_position,quali_delta,quali_tm_delta,season_pts_driver,season_pts_team,last_3_avg,is_street_circuit,is_wet,points_scored
2025,1,norris,mclaren,melbourne,1,0.0,-0.08400000000000318,0.0,0.0,0.0,1,1,1
2025,1,verstappen,red_bull_racing,melbourne,3,0.3849999999999909,-1.6129999999999995,0.0,0.0,0.0,1,1,1
2025,1,russell,mercedes,melbourne,4,0.45000000000000284,-0.9789999999999992,0.0,0.0,0.0,1,1,1
2025,1,antonelli,mercedes,melbourne,16,1.429000000000002,0.9789999999999992,0.0,15.0,0.0,1,1,1
2025,1,albon,williams,melbourne,6,0.6409999999999911,-0.19400000000000261,0.0,0.0,0.0,1,1,1
2025,1,stroll,aston_martin,melbourne,13,1.2729999999999961,0.08100000000000307,0.0,0.0,0.0,1,1,1
2025,1,hulkenberg,kick_sauber,melbourne,17,1.4829999999999899,0.06299999999998818,0.0,0.0,0.0,1,1,1
2025,1,leclerc,ferrari,melbourne,7,0.6589999999999918,-0.16400000000000148,0.0,0.0,0.0,1,1,1
2025,1,piastri,mclaren,melbourne,2,0.08400000000000318,0.08400000000000318,0.0,25.0,0.0,1,1,1
2025,1,hamilton,ferrari,melbourne,8,0.8229999999999933,0.16400000000000148,0.0,4.0,0.0,1,1,1
2025,1,gasly,alpine,melbourne,9,0.8840000000000003,-0.33499999999999375,0.0,0.0,0.0,1,1,0
2025,1,tsunoda,racing_bulls,melbourne,5,0.5739999999999981,-0.5049999999999955,0.0,0.0,0.0,1,1,0
2025,1,ocon,haas_f1_team,melbourne,19,2.051000000000002,0.0,0.0,0.0,0.0,1,1,0
2025,1,bearman,haas_f1_team,melbourne,20,1.0847326315789478,0.0,0.0,0.0,0.0,1,1,0
2025,1,lawson,red_bull_racing,melbourne,18,1.9979999999999905,1.6129999999999995,0.0,18.0,0.0,1,1,0
2025,1,bortoleto,kick_sauber,melbourne,15,1.4200000000000017,-0.06299999999998818,0.0,6.0,0.0,1,1,0
2025,1,alonso,aston_martin,melbourne,12,1.191999999999993,-0.08100000000000307,0.0,8.0,0.0,1,1,0
2025,1,sainz,williams,melbourne,10,0.8349999999999937,0.19400000000000261,0.0,10.0,0.0,1,1,0
2025,1,doohan,alpine,melbourne,14,1.218999999999994,0.33499999999999375,0.0,0.0,0.0,1,1,0
2025,1,hadjar,racing_bulls,melbourne,11,1.0789999999999935,0.5049999999999955,0.0,0.0,0.0,1,1,0
2025,2,piastri,mclaren,shanghai,1,0.0,-0.1460000000000008,2.0,27.0,2.0,0,0,1
2025,2,norris,mclaren,shanghai,3,0.1460000000000008,0.1460000000000008,25.0,52.0,25.0,0,0,1
2025,2,russell,mercedes,shanghai,2,0.08199999999999363,-0.37999999999999545,15.0,27.0,15.0,0,0,1
2025,2,verstappen,red_bull_racing,shanghai,4,0.17599999999998772,-1.3570000000000135,18.0,18.0,18.0,0,0,1
2025,2,ocon,haas_f1_team,shanghai,11,0.9839999999999947,-0.3930000000000007,0.0,0.0,0.0,0,0,1
2025,2,antonelli,mercedes,shanghai,8,0.4619999999999891,0.37999999999999545,12.0,42.0,12.0,0,0,1
2025,2,albon,williams,shanghai,10,0.8619999999999948,-0.125,10.0,10.0,10.0,0,0,1
2025,2,bearman,haas_f1_team,shanghai,17,1.3769999999999953,0.3930000000000007,0.0,10.0,0.0,0,0,1
2025,2,stroll,aston_martin,shanghai,14,1.1319999999999908,0.08499999999999375,8.0,8.0,8.0,0,0,1
