year,round_number,driver_id,constructor_id,circuit_id,grid_position,quali_delta,quali_tm_delta,season_pts_driver,season_pts_team,last_3_avg,is_street_circuit,is_wet,race_time,race_status,gap_to_winner,laps,race_time_per_lap,fp1_best,fp2_best,fp3_best,fp1_rel,fp2_rel,fp3_rel,fp1_laps,fp2_laps,fp3_laps
2019,1,bottas,mercedes,melbourne,2,0.11199999999999477,0.11199999999999477,0.0,0.0,0.0,1,0,5127.325,Finished,0.0,58,88.40215517241379,83.866,82.648,83.422,0.2669999999999959,0.04800000000000182,1.1299999999999955,30,33,17
2019,1,hamilton,mercedes,melbourne,1,0.0,-0.11199999999999477,0.0,26.0,0.0,1,0,5148.211,Finished,20.886000000000422,58,88.76225862068966,83.599,82.6,82.292,0.0,0.0,0.0,26,33,12
2019,1,verstappen,red_bull_racing,melbourne,4,0.833999999999989,-1.7000000000000028,0.0,0.0,0.0,1,0,5149.845,Finished,22.520000000000437,58,88.79043103448276,83.792,83.4,83.481,0.19299999999999784,0.8000000000000114,1.188999999999993,22,33,19
2019,1,vettel,ferrari,melbourne,3,0.7039999999999935,-0.25199999999999534,0.0,0.0,0.0,1,0,5184.434,Finished,57.10900000000038,58,89.38679310344828,83.637,83.473,82.556,0.0379999999999967,0.8730000000000047,0.2639999999999958,18,35,12
2019,1,leclerc,ferrari,melbourne,5,0.9559999999999889,0.25199999999999534,0.0,12.0,0.0,1,0,5185.528,Finished,58.20300000000043,58,89.4056551724138,83.673,83.754,82.749,0.07399999999999807,1.1540000000000106,0.45699999999999363,18,35,12
2019,1,magnussen,haas_f1_team,melbourne,7,1.6129999999999995,0.27300000000001035,0.0,0.0,0.0,1,0,5214.481,Finished,87.15599999999995,58,89.9048448275862,84.934,83.988,83.334,1.3349999999999937,1.3880000000000052,1.0420000000000016,24,27,15
2019,1,hulkenberg,renault,melbourne,11,2.054000000000002,-0.029999999999986926,0.0,0.0,0.0,1,0,,+1 Lap,,57,,85.015,83.574,83.737,1.4159999999999968,0.9740000000000038,1.4449999999999932,11,37,15
2019,1,r_ikk_nen,alfa_romeo_racing,melbourne,9,1.8279999999999887,-0.11700000000000443,0.0,0.0,0.0,1,0,,+1 Lap,,57,,84.816,83.572,84.402,1.2169999999999987,0.9720000000000084,2.1099999999999994,18,40,18
2019,1,stroll,racing_point,melbourne,16,2.5309999999999917,0.48499999999999943,0.0,0.0,0.0,1,0,,+1 Lap,,57,,85.288,84.011,84.345,1.688999999999993,1.4110000000000014,2.0529999999999973,26,38,16
2019,1,kvyat,toro_rosso,melbourne,15,2.0249999999999915,-0.125,0.0,0.0,0.0,1,0,,+1 Lap,,57,,84.832,83.933,83.442,1.2329999999999899,1.3330000000000126,1.1499999999999915,30,36,16
2019,1,gasly,red_bull_racing,melbourne,17,2.533999999999992,1.7000000000000028,0.0,15.0,0.0,1,0,,+1 Lap,,57,,84.932,83.442,83.367,1.3329999999999984,0.8419999999999987,1.0750000000000028,23,31,17
2019,1,norris,mclaren,melbourne,8,1.8179999999999978,-0.7800000000000011,0.0,0.0,0.0,1,0,,+1 Lap,,57,,85.966,84.733,84.568,2.3669999999999902,2.1330000000000098,2.2759999999999962,31,26,16
2019,1,perez,racing_point,melbourne,10,2.0459999999999923,-0.48499999999999943,0.0,2.0,0.0,1,0,,+1 Lap,,57,,85.498,84.401,84.082,1.899000000000001,1.801000000000002,1.789999999999992,21,34,18
2019,1,albon,toro_rosso,melbourne,13,2.1499999999999915,0.125,0.0,1.0,0.0,1,0,,+1 Lap,,57,,85.23,84.675,84.328,1.6310000000000002,2.075000000000003,2.0360000000000014,21,40,15
2019,1,giovinazzi,alfa_romeo_racing,melbourne,14,1.9449999999999932,0.11700000000000443,0.0,4.0,0.0,1,0,,+1 Lap,,57,,85.166,84.293,83.831,1.566999999999993,1.693000000000012,1.5390000000000015,23,37,16
2019,1,russell,williams,melbourne,19,3.8739999999999952,-1.7069999999999936,0.0,0.0,0.0,1,0,,+2 Laps,,56,,88.74,86.453,85.944,5.140999999999991,3.8530000000000086,3.652000000000001,25,32,14
2019,1,kubica,williams,melbourne,20,5.580999999999989,1.7069999999999936,0.0,0.0,0.0,1,0,,+3 Laps,,55,,87.914,86.655,86.589,4.314999999999998,4.055000000000007,4.296999999999997,25,33,16
2019,1,grosjean,haas_f1_team,melbourne,6,1.3399999999999892,-0.27300000000001035,0.0,8.0,0.0,1,0,,Wheel,,29,,85.224,83.814,83.112,1.625,1.2139999999999986,0.8199999999999932,18,37,17
2019,1,ricciardo,renault,melbourne,12,2.083999999999989,0.029999999999986926,0.0,6.0,0.0,1,0,,Damage,,28,,85.634,83.644,83.695,2.0349999999999966,1.0440000000000111,1.4029999999999916,16,31,14
2019,1,sainz,mclaren,melbourne,18,2.597999999999999,0.7800000000000011,0.0,0.0,0.0,1,0,,Engine,,9,,85.285,84.133,84.049,1.6859999999999928,1.5330000000000013,1.757000000000005,19,26,21
2019,2,hamilton,mercedes,sakhir,3,0.32399999999999807,-0.0660000000000025,18.0,44.0,18.0,0,0,5661.295,Finished,0.0,57,99.3209649122807,91.601,89.449,90.334,1.2469999999999999,0.6029999999999944,0.7650000000000006,23,33,10
2019,2,bottas,mercedes,sakhir,4,0.39000000000000057,0.0660000000000025,26.0,69.0,26.0,0,0,5664.275,Finished,2.9799999999995634,57,99.37324561403508,91.328,89.557,90.389,0.9740000000000038,0.7109999999999985,0.8199999999999932,26,36,12
2019,2,leclerc,ferrari,sakhir,1,0.0,-0.29399999999999693,10.0,22.0,10.0,0,0,5667.426,Finished,6.131000000000313,57,99.42852631578948,90.354,88.881,89.569,0.0,0.03499999999999659,0.0,20,32,15
2019,2,verstappen,red_bull_racing,sakhir,5,0.8859999999999957,-0.7740000000000009,15.0,15.0,15.0,0,0,5667.703,Finished,6.4080000000003565,57,99.43338596491229,91.673,89.725,90.959,1.3190000000000026,0.8789999999999907,1.3900000000000006,21,34,10
2019,2,vettel,ferrari,sakhir,2,0.29399999999999693,0.29399999999999693,12.0,38.0,12.0,0,0,5697.363,Finished,36.06800000000021,57,99.95373684210527,90.617,88.846,89.738,0.26300000000000523,0.0,0.16899999999999693,21,32,16
2019,2,norris,mclaren,sakhir,10,1.1770000000000067,0.23000000000000398,0.0,0.0,0.0,0,0,5707.049,Finished,45.753999999999905,57,100.12366666666667,92.945,90.017,90.955,2.590999999999994,1.1709999999999923,1.3859999999999957,29,25,15
2019,2,r_ikk_nen,alfa_romeo_racing,sakhir,9,1.156000000000006,-1.0039999999999907,4.0,4.0,4.0,0,0,5708.765,Finished,47.470000000000255,57,100.15377192982457,92.385,91.088,91.333,2.031000000000006,2.2419999999999902,1.7639999999999958,23,6,21
2019,2,gasly,red_bull_racing,sakhir,13,1.6599999999999966,0.7740000000000009,0.0,27.0,0.0,0,0,5719.389,Finished,58.09400000000005,57,100.34015789473685,91.815,90.429,91.392,1.4609999999999985,1.5829999999999984,1.8229999999999933,17,31,13
2019,2,albon,toro_rosso,sakhir,12,1.6470000000000056,-0.340999999999994,0.0,1.0,0.0,0,0,5723.992,Finished,62.697000000000116,57,100.42091228070176,92.874,90.458,91.679,2.519999999999996,1.6119999999999948,2.1099999999999994,24,36,17
2019,2,perez,racing_point,sakhir,14,1.8900000000000006,-0.4609999999999985,0.0,2.0,0.0,0,0,5724.991,Finished,63.69599999999991,57,100.43843859649122,92.885,90.716,91.638,2.531000000000006,1.8699999999999903,2.0690000000000026,20,32,9
2019,2,giovinazzi,alfa_romeo_racing,sakhir,16,2.1599999999999966,1.0039999999999907,0.0,10.0,0.0,0,0,5725.894,Finished,64.59900000000016,57,100.45428070175439,92.949,91.144,92.132,2.594999999999999,2.298000000000002,2.5630000000000024,22,10,21
2019,2,kvyat,toro_rosso,sakhir,15,1.9879999999999995,0.340999999999994,1.0,3.0,1.0,0,0,,+1 Lap,,56,,92.339,90.093,91.173,1.9849999999999994,1.2469999999999999,1.6039999999999992,24,36,17
2019,2,magnussen,haas_f1_team,sakhir,6,0.8910000000000053,-0.25799999999999557,8.0,8.0,8.0,0,0,,+1 Lap,,56,,92.602,90.0,91.54,2.2480000000000047,1.1539999999999964,1.9710000000000036,21,33,13
2019,2,stroll,racing_point,sakhir,18,2.350999999999999,0.4609999999999985,2.0,3.0,2.0,0,0,,+1 Lap,,56,,93.518,91.129,91.618,3.1640000000000015,2.2830000000000013,2.0489999999999924,16,31,16
2019,2,russell,williams,sakhir,19,3.8930000000000007,-0.04000000000000625,0.0,0.0,0.0,0,0,,+1 Lap,,56,,94.188,91.904,93.387,3.834000000000003,3.0579999999999927,3.817999999999998,26,32,14
2019,2,kubica,williams,sakhir,20,3.933000000000007,0.04000000000000625,0.0,0.0,0.0,0,0,,+2 Laps,,55,,94.253,92.932,93.525,3.899000000000001,4.0859999999999985,3.956000000000003,27,37,13
2019,2,hulkenberg,renault,sakhir,17,2.1680000000000064,0.5460000000000065,6.0,6.0,6.0,0,0,,Engine,,53,,92.04,89.669,90.91,1.686000000000007,0.8229999999999933,1.340999999999994,17,32,12
2019,2,ricciardo,renault,sakhir,11,1.6219999999999999,-0.5460000000000065,0.0,6.0,0.0,0,0,,Out of fuel,,53,,92.401,90.848,91.643,2.046999999999997,2.0019999999999953,2.073999999999998,19,30,11
2019,2,sainz,mclaren,sakhir,7,0.9470000000000027,-0.23000000000000398,0.0,8.0,0.0,0,0,,Collision damage,,53,,91.952,90.192,90.965,1.597999999999999,1.3459999999999894,1.3960000000000008,28,33,14
2019,2,grosjean,haas_f1_team,sakhir,8,1.149000000000001,0.25799999999999557,0.0,8.0,0.0,0,0,,Retired,,16,,92.994,90.068,90.818,2.6400000000000006,1.2219999999999942,1.2489999999999952,22,34,14
2019,3,hamilton,mercedes,shanghai,2,0.022999999999996135,0.022999999999996135,43.0,87.0,21.5,0,0,5526.35,Finished,0.0,56,98.68482142857144,94.118,94.037,93.689,0.20699999999999363,0.7070000000000078,0.8589999999999947,21,32,10
2019,3,bottas,mercedes,shanghai,1,0.0,-0.022999999999996135,44.0,112.0,22.0,0,0,5532.902,Finished,6.55199999999968,56,98.80182142857143,94.653,93.33,92.83,0.7420000000000044,0.0,0.0,23,37,11
2019,3,vettel,ferrari,shanghai,3,0.30100000000000193,-0.016999999999995907,22.0,48.0,11.0,0,0,5540.124000000001,Finished,13.774000000000342,56,98.93078571428573,93.911,93.357,93.222,0.0,0.027000000000001023,0.3919999999999959,19,33,12
2019,3,verstappen,red_bull_racing,shanghai,5,0.5420000000000016,-0.8410000000000082,27.0,31.0,13.5,0,0,5553.977000000001,Finished,27.627000000000407,56,99.17816071428572,94.334,93.551,94.447,0.4230000000000018,0.22100000000000364,1.6170000000000044,20,29,5
2019,3,leclerc,ferrari,shanghai,4,0.31799999999999784,0.016999999999995907,26.0,63.0,13.0,0,0,5557.626,Finished,31.27599999999984,56,99.24332142857143,94.167,94.158,93.248,0.2560000000000002,0.828000000000003,0.41800000000000637,21,13,10
2019,3,gasly,red_bull_racing,shanghai,6,1.3830000000000098,0.8410000000000082,4.0,43.0,2.0,0,0,5615.657,Finished,89.30699999999979,56,100.2795892857143,95.428,94.455,95.326,1.516999999999996,1.125,2.495999999999995,23,32,8
2019,3,ricciardo,renault,shanghai,7,1.4110000000000014,-0.0040000000000048885,0.0,6.0,0.0,0,0,,+1 Lap,,55,,95.239,94.336,95.142,1.328000000000003,1.0060000000000002,2.3119999999999976,23,32,11
2019,3,perez,racing_point,shanghai,12,1.7520000000000095,-0.992999999999995,1.0,3.0,0.5,0,0,,+1 Lap,,55,,95.82,94.784,95.078,1.9089999999999918,1.4540000000000077,2.2480000000000047,24,35,9
2019,3,r_ikk_nen,alfa_romeo_racing,shanghai,13,1.8719999999999999,-43.102999999999994,10.0,10.0,5.0,0,0,,+1 Lap,,55,,95.729,94.551,94.246,1.8179999999999978,1.2210000000000036,1.4159999999999968,23,33,14
2019,3,albon,toro_rosso,shanghai,-1,1.8739396135265705,0.0,2.0,3.0,1.0,0,0,,+1 Lap,,55,,95.695,94.634,94.6,1.7839999999999918,1.304000000000002,1.769999999999996,26,37,11
2019,3,grosjean,haas_f1_team,shanghai,10,1.6090000000000089,0.006000000000000227,0.0,8.0,0.0,0,0,,+1 Lap,,55,,95.507,95.704,95.771,1.5960000000000036,2.3739999999999952,2.9410000000000025,24,32,14
2019,3,stroll,racing_point,shanghai,16,2.7450000000000045,0.992999999999995,2.0,7.0,1.0,0,0,,+1 Lap,,55,,95.466,94.779,95.223,1.5549999999999926,1.448999999999998,2.3930000000000007,25,37,10
2019,3,magnussen,haas_f1_team,shanghai,9,1.6030000000000086,-0.006000000000000227,8.0,8.0,4.0,0,0,,+1 Lap,,55,,95.517,94.788,95.998,1.6059999999999945,1.4579999999999984,3.1680000000000064,25,34,15
2019,3,sainz,mclaren,shanghai,14,1.975999999999999,-0.4440000000000026,0.0,8.0,0.0,0,0,,+1 Lap,,55,,95.756,94.141,94.51,1.8449999999999989,0.811000000000007,1.6800000000000068,24,36,9
2019,3,giovinazzi,alfa_romeo_racing,shanghai,-1,44.974999999999994,43.102999999999994,0.0,12.0,0.0,0,0,,+1 Lap,,55,,89.912,95.914,95.726,1.7489999999999952,2.584000000000003,2.896000000000001,2,40,12
2019,3,russell,williams,shanghai,17,3.706000000000003,-0.028000000000005798,0.0,0.0,0.0,0,0,,+2 Laps,,54,,97.619,96.229,96.124,3.7079999999999984,2.899000000000001,3.293999999999997,29,35,10
2019,3,kubica,williams,shanghai,18,3.734000000000009,0.028000000000005798,0.0,0.0,0.0,0,0,,+2 Laps,,54,,96.847,96.121,96.176,2.935999999999993,2.790999999999997,3.3460000000000036,27,38,11
2019,3,norris,mclaren,shanghai,15,2.4200000000000017,0.4440000000000026,8.0,8.0,4.0,0,0,,Collision,,50,,95.631,94.296,94.938,1.7199999999999989,0.9660000000000082,2.108000000000004,24,38,11
2019,3,kvyat,toro_rosso,shanghai,11,1.6890000000000072,0.0,1.0,4.0,0.5,0,0,,Collision,,41,,95.447,94.694,94.783,1.5360000000000014,1.3640000000000043,1.953000000000003,24,20,10
2019,3,hulkenberg,renault,shanghai,8,1.4150000000000063,0.0040000000000048885,6.0,12.0,3.0,0,0,,Power Unit,,16,,95.591,94.096,93.974,1.6799999999999926,0.7660000000000053,1.1440000000000055,22,31,11
2019,4,bottas,mercedes,baku,1,0.0,-0.0589999999999975,62.0,130.0,20.666666666666668,1,0,5512.942,Finished,0.0,51,108.09690196078431,89.912,104.003,103.064,1.7489999999999952,1.1310000000000002,1.4599999999999937,0,31,19
2019,4,hamilton,mercedes,baku,2,0.0589999999999975,0.0589999999999975,68.0,155.0,22.666666666666668,1,0,5514.466,Finished,1.524000000000342,51,108.1267843137255,89.912,103.541,103.176,1.7489999999999952,0.6689999999999969,1.5720000000000027,0,31,17
2019,4,vettel,ferrari,baku,3,0.3019999999999925,-0.6290000000000049,37.0,73.0,12.333333333333334,1,0,5524.681,Finished,11.738999999999578,51,108.32707843137254,109.598,103.196,101.802,2.100999999999999,0.32399999999999807,0.1980000000000075,4,28,14
2019,4,verstappen,red_bull_racing,baku,4,0.5739999999999981,-0.26599999999999113,39.0,52.0,13.0,1,0,5530.435,Finished,17.493000000000393,51,108.43990196078433,89.912,103.793,102.852,1.7489999999999952,0.9210000000000065,1.2480000000000047,1,24,16
2019,4,leclerc,ferrari,baku,9,0.9309999999999974,0.6290000000000049,36.0,88.0,12.0,1,0,5582.049,Finished,69.10699999999997,51,109.45194117647058,107.497,102.872,101.604,0.0,0.0,0.0,4,28,14
2019,4,perez,racing_point,baku,5,1.097999999999999,-1.036999999999992,5.0,7.0,1.6666666666666667,1,0,5589.358,Finished,76.41600000000017,51,109.59525490196079,89.912,105.436,103.43,1.7489999999999952,2.564000000000007,1.8260000000000076,1,28,15
2019,4,sainz,mclaren,baku,10,1.4410000000000025,0.05000000000001137,0.0,8.0,0.0,1,0,5596.768,Finished,83.82600000000002,51,109.74054901960784,89.912,104.183,103.978,1.7489999999999952,1.311000000000007,2.3739999999999952,1,27,19
2019,4,norris,mclaren,baku,7,1.3909999999999911,-0.05000000000001137,8.0,14.0,2.6666666666666665,1,0,5613.21,Finished,100.26800000000003,51,110.06294117647059,89.912,104.295,103.924,1.7489999999999952,1.4230000000000018,2.3200000000000074,1,32,20
2019,4,stroll,racing_point,baku,14,2.134999999999991,1.036999999999992,2.0,15.0,0.6666666666666666,1,0,5616.758,Finished,103.8159999999998,51,110.13250980392156,89.912,107.875,104.039,1.7489999999999952,5.003,2.4350000000000023,1,8,16
2019,4,r_ikk_nen,alfa_romeo_racing,baku,19,1.563999999999993,-0.08100000000000307,12.0,12.0,4.0,1,0,,+1 Lap,,50,,89.912,105.482,103.537,1.7489999999999952,2.6099999999999994,1.933000000000007,1,30,19
2019,4,albon,toro_rosso,baku,12,1.6589999999999918,0.472999999999999,3.0,4.0,1.0,1,0,,+1 Lap,,50,,89.912,104.216,103.3,1.7489999999999952,1.343999999999994,1.695999999999998,1,33,19
2019,4,giovinazzi,alfa_romeo_racing,baku,8,1.644999999999996,0.08100000000000307,0.0,13.0,0.0,1,0,,+1 Lap,,50,,89.912,105.366,103.637,1.7489999999999952,2.4939999999999998,2.0330000000000013,1,31,20
2019,4,magnussen,haas_f1_team,baku,13,1.8870000000000005,-1.0249999999999915,8.0,8.0,2.6666666666666665,1,0,,+1 Lap,,50,,89.912,104.901,103.294,1.7489999999999952,2.0289999999999964,1.6899999999999977,1,25,19
2019,4,hulkenberg,renault,baku,16,2.932000000000002,0.9500000000000028,6.0,12.0,2.0,1,0,,+1 Lap,,50,,89.912,106.717,104.043,1.7489999999999952,3.844999999999999,2.439000000000007,1,24,19
2019,4,russell,williams,baku,17,4.566999999999993,-0.3930000000000007,0.0,0.0,0.0,1,0,,+2 Laps,,49,,89.912,86.732,106.29,1.7489999999999952,1.3459999999999894,4.686000000000007,2,0,20
2019,4,kubica,williams,baku,18,4.959999999999994,0.3930000000000007,0.0,0.0,0.0,1,0,,+2 Laps,,49,,89.912,108.111,106.0,1.7489999999999952,5.239000000000004,4.396000000000001,1,27,19
2019,4,gasly,red_bull_racing,baku,20,0.8399999999999892,0.26599999999999113,13.0,64.0,4.333333333333333,1,0,,Transmission,,38,,89.912,104.24,107.836,1.7489999999999952,1.367999999999995,6.231999999999999,1,24,22
2019,4,grosjean,haas_f1_team,baku,15,2.911999999999992,1.0249999999999915,0.0,8.0,0.0,1,0,,Brakes,,38,,89.912,105.618,104.374,1.7489999999999952,2.745999999999995,2.769999999999996,1,31,16
2019,4,kvyat,toro_rosso,baku,6,1.1859999999999928,-0.472999999999999,1.0,4.0,0.3333333333333333,1,0,,Collision,,33,,89.912,104.177,103.223,1.7489999999999952,1.3050000000000068,1.6189999999999998,1,9,18
2019,4,ricciardo,renault,baku,11,1.9819999999999993,-0.9500000000000028,6.0,12.0,2.0,1,0,,Collision,,31,,89.912,105.483,103.561,1.7489999999999952,2.611000000000004,1.9570000000000078,1,15,20
